age,nationality,gender,family_size,emirate,employment_status,years_of_experience,current_position,monthly_income,monthly_expenses,net_monthly_income,total_assets,total_liabilities,net_worth,credit_score,dti_ratio,is_eligible,eligibility_score
59,Egypt,Female,1,Umm Al Quwain,part_time,13,Unemployed,2745.83,1923.89,821.9399999999998,3408.92,10875.74,-7466.83,413,19.8,1,72
26,Syria,Male,3,Fujairah,part_time,0,Unemployed,3170.01,2039.99,1130.0200000000002,34814.61,29150.11,5664.49,522,45.98,1,65
38,Egypt,Male,5,Umm Al Quwain,unemployed,11,Unemployed,239.65,2477.73,-2238.08,5037.65,10277.33,-5239.68,426,214.42,1,100
40,India,Female,2,Umm Al Quwain,part_time,3,Unemployed,2095.72,1836.57,259.14999999999986,7567.54,5216.98,2350.56,458,12.45,1,72
53,India,Female,3,Sharjah,self_employed,18,Business Owner,12982.37,1943.29,11039.080000000002,111904.32,40989.06,70915.27,781,15.79,0,10
29,Jordan,Female,3,Fujairah,employed,1,Sales Associate,2473.16,2624.22,-151.05999999999995,5917.19,17341.2,-11424.01,637,35.06,1,80
29,Syria,Female,6,Dubai,self_employed,3,Business Owner,9154.57,4087.68,5066.889999999999,109716.01,51059.73,58656.28,849,27.89,0,15
52,Pakistan,Male,2,Fujairah,self_employed,6,Business Owner,3383.35,2732.63,650.7199999999998,9863.91,14945.95,-5082.04,594,22.09,1,60
33,India,Female,5,Fujairah,self_employed,12,Business Owner,4499.35,3142.73,1356.6200000000003,39121.65,16155.63,22966.02,573,17.95,0,55
36,India,Male,3,Abu Dhabi,unemployed,9,Unemployed,786.33,2529.19,-1742.8600000000001,40.62,16998.93,-16958.31,646,108.09,1,95
60,UAE,Female,4,Fujairah,self_employed,6,Business Owner,8397.2,4171.62,4225.580000000001,56174.8,26748.0,29426.79,614,15.93,0,20
35,UAE,Female,4,Ajman,self_employed,5,Business Owner,7984.28,2556.93,5427.35,19364.47,19066.14,298.33,566,11.94,0,35
33,Pakistan,Female,3,Ras Al Khaimah,employed,0,Accountant,2786.06,2916.42,-130.36000000000013,8172.02,2512.87,5659.15,630,4.51,1,75
45,Syria,Male,2,Abu Dhabi,self_employed,6,Business Owner,11884.27,2583.62,9300.650000000001,20960.95,19292.33,1668.61,520,8.12,0,20
45,Jordan,Female,5,Umm Al Quwain,self_employed,3,Business Owner,12401.79,2979.98,9421.810000000001,28844.85,13140.93,15703.92,655,5.3,0,25
46,Egypt,Male,4,Abu Dhabi,self_employed,4,Business Owner,11705.84,2126.45,9579.39,103783.06,15057.55,88725.51,798,6.43,0,10
38,Jordan,Female,4,Sharjah,unemployed,8,Unemployed,777.72,2574.26,-1796.5400000000002,2640.37,17324.66,-14684.29,421,111.38,1,95
64,Jordan,Male,4,Fujairah,unemployed,2,Unemployed,816.09,4166.2,-3350.1099999999997,13646.16,17035.81,-3389.65,412,104.37,1,95
62,Syria,Female,1,Sharjah,part_time,12,Unemployed,3024.2,2298.12,726.0799999999999,10472.67,15035.96,-4563.29,579,24.86,1,62
56,India,Female,3,Dubai,self_employed,5,Business Owner,8737.64,3099.99,5637.65,42640.37,20500.2,22140.17,715,11.73,0,20
55,Pakistan,Male,3,Ras Al Khaimah,employed,10,Technician,2287.12,3473.37,-1186.25,1869.2,13049.52,-11180.32,625,28.53,1,80
37,UAE,Female,3,Umm Al Quwain,self_employed,7,Business Owner,5873.41,2619.14,3254.27,21448.77,12731.96,8716.8,569,10.84,0,35
59,Syria,Male,4,Sharjah,unemployed,5,Unemployed,628.41,3021.16,-2392.75,581.35,9990.97,-9409.61,448,79.49,1,95
54,Pakistan,Female,3,Fujairah,unemployed,14,Unemployed,251.81,3282.74,-3030.93,1279.03,17323.67,-16044.65,642,343.98,1,95
52,Egypt,Male,2,Abu Dhabi,part_time,14,Unemployed,1833.54,2537.47,-703.9299999999998,11925.17,3267.09,8658.08,453,8.91,1,77
59,India,Male,1,Umm Al Quwain,employed,27,Technician,7264.1,1829.04,5435.06,56685.48,19692.92,36992.56,668,13.55,0,15
49,Syria,Male,5,Umm Al Quwain,unemployed,12,Unemployed,742.3,3943.45,-3201.1499999999996,4736.15,12430.37,-7694.22,553,83.73,1,100
28,Syria,Male,1,Fujairah,unemployed,4,Unemployed,133.53,1664.04,-1530.51,12317.14,19389.82,-7072.68,623,726.05,1,85
47,Pakistan,Female,3,Ajman,part_time,2,Unemployed,3339.8,2295.18,1044.6200000000003,27368.77,13910.78,13457.99,503,20.83,0,57
24,UAE,Male,4,Dubai,unemployed,4,Unemployed,930.67,2151.75,-1221.08,10450.33,14506.53,-4056.19,420,77.94,1,95
60,India,Male,6,Fujairah,employed,13,Manager,6863.91,4088.41,2775.5,47743.38,11162.99,36580.39,728,8.13,1,30
46,Egypt,Male,4,Dubai,self_employed,3,Business Owner,4764.64,2303.74,2460.9000000000005,7248.35,11853.92,-4605.57,568,12.44,0,50
30,Pakistan,Female,3,Dubai,unemployed,11,Unemployed,784.27,3504.38,-2720.11,4127.55,7959.21,-3831.66,484,50.74,1,95
27,India,Female,5,Ras Al Khaimah,part_time,2,Unemployed,2694.67,3252.68,-558.0099999999998,10237.68,13244.64,-3006.97,629,24.58,1,92
47,Philippines,Female,2,Abu Dhabi,part_time,13,Unemployed,3167.34,1653.79,1513.5500000000002,5417.13,2793.85,2623.28,546,4.41,0,57
52,India,Female,6,Abu Dhabi,self_employed,16,Business Owner,7970.95,2907.82,5063.129999999999,56953.55,50169.27,6784.28,685,31.47,0,40
59,Syria,Female,4,Abu Dhabi,employed,10,Warehouse Worker,5538.33,2839.05,2699.2799999999997,41230.45,24493.13,16737.32,620,22.11,0,30
29,Egypt,Male,5,Fujairah,unemployed,4,Unemployed,760.03,2517.04,-1757.01,12655.93,8760.88,3895.05,648,57.64,1,95
50,Jordan,Male,3,Sharjah,part_time,14,Unemployed,3209.47,3155.61,53.85999999999967,30460.83,30827.73,-366.89,608,48.03,1,75
58,Syria,Male,1,Umm Al Quwain,employed,22,Manager,5256.77,1830.53,3426.2400000000007,17664.37,4057.06,13607.3,716,3.86,0,20
54,UAE,Male,3,Dubai,employed,24,Cleaner,7177.25,2873.42,4303.83,29194.9,3851.47,25343.43,648,2.68,0,30
64,Philippines,Female,4,Abu Dhabi,part_time,7,Unemployed,3354.21,3517.98,-163.76999999999998,12205.87,7049.62,5156.25,526,10.51,1,72
23,Jordan,Male,4,Dubai,self_employed,1,Business Owner,10056.72,2262.56,7794.16,86668.6,23881.55,62787.04,824,11.87,0,10
24,Jordan,Female,3,Dubai,unemployed,1,Unemployed,618.29,3206.63,-2588.34,10549.16,16689.17,-6140.01,603,134.96,1,95
43,Philippines,Male,4,Dubai,self_employed,7,Business Owner,14353.99,2729.87,11624.119999999999,22491.83,16823.66,5668.17,616,5.86,0,25
51,Pakistan,Male,2,Umm Al Quwain,unemployed,2,Unemployed,712.22,1763.84,-1051.62,3530.75,9887.42,-6356.67,553,69.41,1,90
34,Philippines,Male,2,Sharjah,self_employed,15,Business Owner,13974.87,2964.13,11010.740000000002,48896.76,9659.39,39237.37,758,3.46,0,10
38,Egypt,Male,2,Fujairah,part_time,14,Unemployed,1891.9,2525.14,-633.2399999999998,8905.27,15096.55,-6191.28,514,39.9,1,82
25,Pakistan,Female,3,Fujairah,unemployed,2,Unemployed,165.42,1804.18,-1638.76,14758.96,18122.75,-3363.79,577,547.78,0,95
44,UAE,Male,4,Dubai,part_time,6,Unemployed,3788.22,2657.94,1130.2799999999997,36353.55,6311.2,30042.35,578,8.33,0,52
23,Syria,Male,5,Ajman,employed,3,Security Guard,5664.6,2856.55,2808.05,46462.0,18009.91,28452.09,634,15.9,0,35
51,India,Female,1,Umm Al Quwain,part_time,8,Unemployed,2936.46,1817.74,1118.72,7698.91,2144.45,5554.46,450,3.65,1,62
43,Egypt,Male,3,Fujairah,self_employed,13,Business Owner,4563.38,1975.7,2587.6800000000003,10839.7,18474.63,-7634.93,680,20.24,0,50
39,India,Female,2,Dubai,employed,8,Driver,5254.86,2048.85,3206.0099999999998,26057.55,9985.7,16071.85,643,9.5,0,25
60,UAE,Male,1,Ajman,unemployed,12,Unemployed,39.01,1746.68,-1707.67,13364.61,11389.95,1974.66,472,1459.88,1,80
52,Philippines,Female,7,Abu Dhabi,employed,4,Cashier,6016.84,3678.83,2338.01,19226.48,17740.85,1485.62,501,14.74,0,40
62,UAE,Female,4,Sharjah,part_time,4,Unemployed,3542.77,3041.53,501.2399999999998,22123.36,9967.96,12155.4,511,14.07,1,62
56,Syria,Female,3,Fujairah,part_time,9,Unemployed,3840.44,3493.35,347.09000000000015,11117.34,17494.87,-6377.53,636,22.78,1,72
54,Syria,Male,3,Dubai,employed,17,Office Assistant,5736.7,2282.4,3454.2999999999997,73854.58,39824.83,34029.75,742,34.71,0,25
27,Syria,Male,4,Ajman,employed,3,Cleaner,2513.95,3828.31,-1314.3600000000001,3525.47,13045.62,-9520.15,642,25.95,1,80
63,Syria,Female,1,Umm Al Quwain,unemployed,12,Unemployed,579.6,2295.13,-1715.5300000000002,2660.27,140.86,2519.41,456,1.22,1,75
59,India,Male,1,Ajman,unemployed,6,Unemployed,662.86,2358.54,-1695.6799999999998,13737.22,10057.51,3679.7,635,75.86,1,80
26,UAE,Female,1,Sharjah,part_time,6,Unemployed,2360.77,1274.11,1086.66,11015.25,10434.67,580.58,513,22.1,0,62
33,Jordan,Female,4,Ras Al Khaimah,employed,9,Engineer,5318.64,2894.46,2424.1800000000003,16187.79,6844.51,9343.28,561,6.43,0,35
24,Syria,Male,3,Fujairah,self_employed,1,Business Owner,11216.54,3430.98,7785.560000000001,37905.43,4739.14,33166.29,829,2.11,0,15
62,Jordan,Male,4,Abu Dhabi,part_time,14,Unemployed,2951.92,4050.4,-1098.48,7451.15,16858.91,-9407.76,457,28.56,1,87
63,Pakistan,Female,4,Umm Al Quwain,part_time,7,Unemployed,1934.91,2858.55,-923.6400000000001,9559.53,1413.93,8145.6,597,3.65,1,82
24,Philippines,Male,7,Ras Al Khaimah,employed,1,Manager,4125.84,4034.31,91.5300000000002,18660.34,17820.43,839.91,693,21.6,1,65
32,Syria,Female,3,Dubai,part_time,9,Unemployed,1886.04,2928.19,-1042.15,432.02,12874.4,-12442.38,580,34.13,1,87
51,Syria,Female,2,Sharjah,self_employed,8,Business Owner,13465.68,2938.63,10527.05,45005.03,25955.93,19049.1,618,9.64,0,15
26,UAE,Male,2,Abu Dhabi,part_time,7,Unemployed,1859.69,1512.93,346.76,299.59,11732.03,-11432.44,589,31.54,1,77
40,UAE,Female,3,Ajman,part_time,9,Unemployed,3376.36,3143.56,232.80000000000018,10093.11,17559.57,-7466.46,596,26.0,1,72
37,UAE,Female,4,Ajman,part_time,9,Unemployed,1944.71,2838.61,-893.9000000000001,6602.7,1386.16,5216.55,576,3.56,1,82
47,Jordan,Male,3,Ras Al Khaimah,employed,14,Cleaner,6430.82,3360.62,3070.2,56848.78,29644.7,27204.08,617,23.05,0,30
51,Philippines,Male,5,Ras Al Khaimah,employed,12,Nurse,5388.46,3566.13,1822.33,49609.63,32336.19,17273.43,645,30.01,0,45
59,Jordan,Female,1,Ajman,unemployed,1,Unemployed,586.24,1790.84,-1204.6,2884.74,9278.73,-6393.99,556,79.14,1,85
27,India,Female,4,Ajman,employed,5,Construction Worker,4213.81,4099.75,114.0600000000004,23656.94,23209.42,447.52,521,27.54,1,60
44,India,Female,3,Dubai,self_employed,8,Business Owner,3288.9,2921.32,367.5799999999999,20640.6,27895.52,-7254.92,508,42.41,1,68
36,UAE,Male,3,Fujairah,employed,12,Cashier,4922.44,1850.81,3071.6299999999997,34930.79,14480.18,20450.6,691,14.71,0,40
40,Syria,Female,1,Dubai,self_employed,7,Business Owner,5983.75,2354.66,3629.09,77514.18,20919.0,56595.18,728,17.48,0,10
48,Egypt,Female,1,Fujairah,unemployed,12,Unemployed,892.47,1294.35,-401.8799999999999,4963.72,4965.75,-2.03,575,27.82,1,80
45,Jordan,Female,2,Abu Dhabi,employed,3,Security Guard,2588.37,2993.99,-405.6199999999999,12008.04,16912.84,-4904.8,639,32.67,1,75
36,UAE,Female,3,Umm Al Quwain,unemployed,9,Unemployed,925.06,2459.0,-1533.94,1554.55,14048.11,-12493.56,642,75.93,1,95
23,Egypt,Female,2,Fujairah,employed,1,Nurse,4113.25,1719.91,2393.34,10588.32,15801.66,-5213.34,524,19.21,0,45
22,Syria,Male,1,Ras Al Khaimah,part_time,1,Unemployed,2272.29,1642.47,629.8199999999999,11545.97,16218.7,-4672.73,548,35.69,1,72
48,Philippines,Male,5,Fujairah,part_time,5,Unemployed,2800.58,2489.07,311.50999999999976,1210.05,13446.97,-12236.92,522,24.01,0,87
61,UAE,Female,2,Umm Al Quwain,part_time,2,Unemployed,3563.84,2686.97,876.8700000000003,12031.9,16102.38,-4070.49,657,22.59,1,67
26,Egypt,Male,2,Fujairah,unemployed,2,Unemployed,182.89,2351.16,-2168.27,5655.12,19298.57,-13643.46,566,527.6,1,90
51,Philippines,Female,2,Ras Al Khaimah,part_time,2,Unemployed,3900.92,1566.88,2334.04,10007.17,280.29,9726.88,604,0.36,0,47
48,Jordan,Male,5,Sharjah,self_employed,7,Business Owner,9791.66,3220.02,6571.639999999999,143931.13,54675.49,89255.64,719,27.92,0,15
59,India,Female,4,Ras Al Khaimah,unemployed,8,Unemployed,503.22,3706.81,-3203.59,7279.36,2987.63,4291.73,624,29.69,1,85
22,Jordan,Female,2,Ras Al Khaimah,self_employed,1,Business Owner,4769.46,2411.67,2357.79,7932.68,12861.22,-4928.54,593,13.48,0,45
26,Jordan,Male,3,Fujairah,unemployed,6,Unemployed,253.2,3246.65,-2993.4500000000003,12267.33,19578.95,-7311.62,558,386.63,1,95
26,India,Female,3,Fujairah,unemployed,5,Unemployed,866.45,2737.59,-1871.14,10038.99,16300.31,-6261.32,515,94.06,1,95
33,Egypt,Female,2,Ajman,employed,9,Nurse,5558.73,2784.23,2774.4999999999995,16946.64,1814.42,15132.22,711,1.63,0,25
30,Philippines,Female,1,Ajman,self_employed,7,Business Owner,3315.15,1947.77,1367.38,17462.36,15778.28,1684.08,535,23.8,0,45
26,Syria,Male,2,Dubai,employed,0,Sales Associate,3638.58,2077.66,1560.92,19625.94,890.18,18735.76,554,1.22,0,45
37,Jordan,Male,3,Umm Al Quwain,unemployed,9,Unemployed,700.35,3165.96,-2465.61,1586.95,10122.8,-8535.85,552,72.27,1,95
42,Egypt,Female,5,Dubai,self_employed,11,Business Owner,14353.63,3685.65,10667.98,71244.76,51651.17,19593.59,702,17.99,0,25
34,Jordan,Female,4,Dubai,unemployed,13,Unemployed,846.79,3847.08,-3000.29,6052.8,6666.0,-613.2,588,39.36,1,90
38,India,Female,5,Fujairah,employed,5,Accountant,4741.3,4305.49,435.8100000000004,22026.9,13689.46,8337.44,695,14.44,1,65
31,Philippines,Male,2,Umm Al Quwain,part_time,4,Unemployed,1765.66,2667.64,-901.9799999999998,2558.07,8947.01,-6388.94,512,25.34,1,82
37,Syria,Female,4,Umm Al Quwain,employed,2,Cleaner,5592.54,2848.77,2743.77,41311.19,33896.57,7414.62,516,30.31,0,35
53,Jordan,Female,2,Abu Dhabi,employed,23,Sales Associate,11780.34,1913.92,9866.42,115031.35,9214.23,105817.11,760,3.91,0,5
59,Philippines,Female,3,Fujairah,unemployed,5,Unemployed,286.09,3100.98,-2814.89,14179.61,18341.54,-4161.93,574,320.56,1,95
36,Jordan,Female,3,Abu Dhabi,unemployed,8,Unemployed,198.2,3373.92,-3175.7200000000003,5287.94,14453.67,-9165.73,615,364.62,1,95
52,India,Female,2,Dubai,unemployed,0,Unemployed,519.21,1851.56,-1332.35,1853.5,2473.82,-620.32,590,23.82,1,85
48,Egypt,Male,2,Sharjah,employed,19,Cleaner,3316.01,2553.6,762.4100000000003,28061.56,34652.01,-6590.45,647,52.25,0,65
63,Philippines,Female,3,Umm Al Quwain,unemployed,13,Unemployed,113.65,1807.05,-1693.3999999999999,14991.91,16045.47,-1053.56,639,705.92,1,95
60,India,Male,3,Abu Dhabi,self_employed,19,Business Owner,3966.44,2312.41,1654.0300000000002,18158.99,15126.2,3032.79,613,19.07,0,55
64,UAE,Male,1,Umm Al Quwain,self_employed,2,Business Owner,10067.24,1966.02,8101.219999999999,110920.02,11160.64,99759.37,758,5.54,0,0
47,Jordan,Female,3,Ras Al Khaimah,part_time,11,Unemployed,2404.17,1995.12,409.0500000000002,13139.0,15663.2,-2524.21,582,32.58,1,82
35,India,Male,3,Abu Dhabi,self_employed,3,Business Owner,14916.52,2114.79,12801.73,107443.76,14536.78,92906.98,777,4.87,0,10
49,Philippines,Male,4,Ras Al Khaimah,unemployed,8,Unemployed,743.35,3618.99,-2875.64,2040.84,16721.58,-14680.73,587,112.47,1,95
53,Pakistan,Male,2,Abu Dhabi,self_employed,13,Business Owner,13553.7,1592.51,11961.19,78508.34,16259.57,62248.77,800,6.0,0,5
42,Jordan,Female,1,Abu Dhabi,self_employed,1,Business Owner,7979.76,1535.21,6444.55,35857.38,8105.28,27752.1,605,5.08,0,20
43,Syria,Female,1,Ajman,employed,11,Driver,5718.65,1404.98,4313.67,23838.32,13202.15,10636.17,680,11.54,0,20
53,Egypt,Male,1,Ajman,employed,27,Manager,4886.68,1218.84,3667.84,17603.49,1796.44,15807.04,526,1.84,0,30
39,Syria,Male,1,Fujairah,part_time,7,Unemployed,3107.02,2139.29,967.73,37811.84,25141.68,12670.17,523,40.46,0,55
22,India,Male,5,Ras Al Khaimah,self_employed,1,Business Owner,14415.82,3866.22,10549.6,20164.85,31608.23,-11443.38,638,10.96,0,35
43,Pakistan,Female,2,Abu Dhabi,employed,19,Security Guard,5586.46,2921.78,2664.68,28099.01,13790.8,14308.21,623,12.34,0,25
29,India,Male,3,Umm Al Quwain,employed,4,Office Assistant,2000.0,3191.11,-1191.1100000000001,12047.56,3068.26,8979.3,502,7.67,1,75
47,Philippines,Male,2,Umm Al Quwain,employed,1,Warehouse Worker,2124.75,2042.41,82.33999999999992,6096.28,16187.39,-10091.11,502,38.09,1,70
49,Egypt,Female,1,Fujairah,employed,20,Warehouse Worker,5911.67,1894.28,4017.3900000000003,73793.93,35475.46,38318.47,710,30.0,0,15
63,Jordan,Female,6,Dubai,employed,18,Engineer,9224.05,4439.38,4784.669999999999,104594.17,52675.18,51918.99,706,28.55,0,15
44,Pakistan,Female,5,Abu Dhabi,employed,13,Driver,6817.37,3600.7,3216.67,39060.9,8414.5,30646.4,624,6.17,0,30
35,Syria,Female,1,Sharjah,employed,6,Accountant,3088.93,1408.77,1680.1599999999999,16811.7,361.62,16450.07,690,0.59,0,40
25,Pakistan,Female,3,Ajman,part_time,6,Unemployed,3794.0,3011.6,782.4000000000001,39676.21,31250.34,8425.87,582,41.18,1,70
51,India,Male,3,Ras Al Khaimah,part_time,4,Unemployed,3936.9,3316.57,620.3299999999999,22530.68,34405.49,-11874.8,606,43.7,1,75
61,UAE,Male,5,Sharjah,employed,26,Engineer,9644.67,2557.5,7087.17,91423.54,37497.64,53925.89,800,19.44,0,15
54,Philippines,Male,4,Sharjah,self_employed,12,Business Owner,9035.65,3788.11,5247.539999999999,86155.08,8434.44,77720.65,732,4.67,0,10
61,Philippines,Male,1,Ajman,self_employed,17,Business Owner,7617.51,2359.91,5257.6,41655.06,7569.14,34085.92,653,4.97,0,15
41,Pakistan,Female,4,Abu Dhabi,employed,2,Technician,3190.26,2835.39,354.87000000000035,7914.02,14491.16,-6577.14,545,22.71,1,65
43,Egypt,Female,4,Abu Dhabi,self_employed,8,Business Owner,2282.1,3425.49,-1143.3899999999999,2454.25,11312.07,-8857.82,564,24.78,1,80
48,India,Female,1,Abu Dhabi,employed,1,Teacher,4523.33,1634.12,2889.21,23348.92,24463.27,-1114.36,508,27.04,0,40
54,UAE,Male,5,Ras Al Khaimah,employed,28,Accountant,8898.83,3748.68,5150.15,60893.34,9640.4,51252.94,705,5.42,0,15
34,Philippines,Male,3,Fujairah,self_employed,9,Business Owner,7541.87,2596.2,4945.67,56806.96,22347.9,34459.06,738,14.82,0,25
33,Jordan,Female,5,Fujairah,unemployed,0,Unemployed,37.57,4121.24,-4083.6699999999996,8071.42,10174.12,-2102.7,617,1354.02,1,100
35,Syria,Male,4,Ras Al Khaimah,unemployed,7,Unemployed,414.43,3701.13,-3286.7000000000003,13504.68,13296.36,208.32,434,160.42,1,90
34,Syria,Female,4,Fujairah,unemployed,5,Unemployed,824.52,2977.19,-2152.67,1096.28,5473.33,-4377.05,474,33.19,1,90
54,Syria,Male,2,Dubai,part_time,10,Unemployed,1938.34,1515.17,423.16999999999985,2232.13,15517.45,-13285.32,461,40.03,1,80
47,India,Male,3,Fujairah,self_employed,9,Business Owner,13955.25,2360.15,11595.1,47177.56,30151.43,17026.13,744,10.8,0,20
23,Philippines,Female,3,Fujairah,self_employed,1,Business Owner,5339.89,3241.44,2098.4500000000003,54248.57,32693.24,21555.33,632,30.61,0,30
41,Jordan,Male,5,Abu Dhabi,employed,4,Security Guard,4379.67,4589.3,-209.6300000000001,12327.19,788.35,11538.84,584,0.9,1,65
52,India,Female,5,Fujairah,part_time,9,Unemployed,3724.59,3841.28,-116.69000000000005,23551.83,3890.91,19660.92,598,5.22,1,72
60,India,Male,4,Ajman,self_employed,3,Business Owner,14893.81,2658.83,12234.98,128314.92,28473.47,99841.45,835,9.56,0,10
38,Egypt,Male,4,Abu Dhabi,self_employed,1,Business Owner,11014.21,4180.35,6833.859999999999,56125.85,32400.41,23725.43,735,14.71,0,20
44,Jordan,Female,5,Abu Dhabi,self_employed,17,Business Owner,9134.14,4311.09,4823.049999999999,95798.8,57811.99,37986.8,718,31.65,0,20
29,Jordan,Female,2,Sharjah,part_time,4,Unemployed,2248.12,2622.16,-374.03999999999996,3124.17,4104.4,-980.24,646,9.13,1,82
38,Syria,Female,1,Abu Dhabi,part_time,6,Unemployed,2561.99,1662.66,899.3299999999997,13731.24,15238.69,-1507.44,623,29.74,1,72
27,Jordan,Male,6,Abu Dhabi,self_employed,3,Business Owner,3784.94,3608.13,176.80999999999995,25536.18,6292.96,19243.22,696,8.31,1,60
39,Philippines,Male,2,Fujairah,self_employed,11,Business Owner,5277.87,2236.22,3041.65,15287.33,12357.33,2930.0,647,11.71,0,30
26,UAE,Male,2,Dubai,employed,1,Construction Worker,3018.84,1689.21,1329.63,23533.68,11603.57,11930.11,691,19.22,0,45
29,Syria,Female,4,Ras Al Khaimah,unemployed,2,Unemployed,198.21,2402.41,-2204.2,14992.02,12447.52,2544.5,560,314.0,1,90
52,India,Female,2,Abu Dhabi,unemployed,11,Unemployed,841.1,2995.27,-2154.17,6455.15,6405.97,49.17,445,38.08,1,80
28,Syria,Female,1,Ras Al Khaimah,unemployed,2,Unemployed,230.4,2022.24,-1791.84,14728.46,13822.12,906.34,557,299.96,1,80
38,UAE,Female,5,Fujairah,self_employed,3,Business Owner,12549.06,2532.86,10016.199999999999,89955.73,8880.25,81075.48,758,3.54,0,15
57,Egypt,Male,4,Abu Dhabi,unemployed,9,Unemployed,449.08,3772.55,-3323.4700000000003,8205.94,12999.04,-4793.1,627,144.73,1,95
58,Philippines,Male,3,Dubai,part_time,7,Unemployed,2820.44,2028.37,792.0700000000002,8887.4,9649.86,-762.46,642,17.11,1,82
40,Egypt,Female,6,Sharjah,unemployed,7,Unemployed,268.5,4029.48,-3760.98,12550.95,3273.51,9277.43,512,60.96,1,95
33,Egypt,Male,1,Umm Al Quwain,unemployed,6,Unemployed,410.82,1461.24,-1050.42,14490.32,2612.69,11877.63,423,31.8,1,70
46,India,Female,1,Dubai,part_time,9,Unemployed,3451.18,1441.41,2009.7699999999998,7802.22,9489.06,-1686.84,510,13.75,0,47
30,UAE,Female,1,Fujairah,employed,3,Engineer,3761.57,2225.42,1536.15,28911.14,4674.65,24236.49,579,6.21,0,40
54,Syria,Female,4,Ras Al Khaimah,self_employed,7,Business Owner,3181.39,3894.82,-713.4300000000003,27069.46,26911.56,157.9,602,42.3,1,68
36,Egypt,Female,3,Fujairah,part_time,1,Unemployed,2064.16,2181.24,-117.07999999999993,11888.1,3738.15,8149.95,476,9.05,1,82
58,Syria,Male,7,Abu Dhabi,self_employed,12,Business Owner,11561.03,3240.05,8320.98,66730.4,52210.32,14520.08,640,22.58,0,25
32,Philippines,Female,5,Sharjah,self_employed,13,Business Owner,4865.69,4620.69,245.0,35378.83,18989.86,16388.97,606,19.51,1,60
60,Pakistan,Female,4,Ajman,employed,3,Teacher,3705.65,2495.85,1209.8000000000002,33173.84,33954.5,-780.66,591,45.81,1,63
51,Egypt,Male,3,Abu Dhabi,employed,24,Teacher,10285.91,2233.23,8052.68,116668.33,46264.95,70403.38,776,22.49,0,10
58,Egypt,Male,3,Fujairah,unemployed,3,Unemployed,258.71,1846.61,-1587.8999999999999,4278.18,11079.4,-6801.22,509,214.13,1,95
50,Syria,Male,2,Sharjah,unemployed,9,Unemployed,240.15,1985.29,-1745.1399999999999,2757.19,11538.72,-8781.53,532,240.24,1,90
25,Jordan,Male,2,Ajman,part_time,3,Unemployed,1791.72,2484.0,-692.28,5117.24,14950.26,-9833.02,566,41.72,1,85
41,Egypt,Male,3,Dubai,part_time,7,Unemployed,3703.15,1940.18,1762.97,29738.13,32441.22,-2703.1,583,43.8,0,70
50,Egypt,Male,2,Dubai,unemployed,7,Unemployed,503.04,2493.17,-1990.13,13688.99,17475.89,-3786.9,601,173.7,1,90
39,Philippines,Male,3,Abu Dhabi,employed,16,Office Assistant,8456.18,2647.26,5808.92,26389.29,9113.99,17275.3,720,5.39,0,20
35,Philippines,Female,2,Umm Al Quwain,employed,14,Engineer,5189.74,2085.49,3104.25,73634.38,6601.81,67032.57,744,6.36,0,15
61,India,Male,3,Ajman,unemployed,8,Unemployed,944.46,2182.1,-1237.6399999999999,7802.02,9494.42,-1692.4,473,50.26,1,95
64,Syria,Female,4,Ajman,unemployed,3,Unemployed,936.57,2747.54,-1810.9699999999998,13043.12,15281.91,-2238.79,636,81.58,1,95
58,Philippines,Male,1,Ras Al Khaimah,unemployed,5,Unemployed,530.42,1995.34,-1464.92,8852.56,8454.05,398.51,599,79.69,1,80
45,India,Male,1,Ras Al Khaimah,self_employed,6,Business Owner,8305.95,1848.99,6456.960000000001,126386.88,14442.3,111944.58,710,8.69,0,0
33,Philippines,Male,3,Abu Dhabi,unemployed,6,Unemployed,438.11,3272.02,-2833.91,8239.9,18595.83,-10355.94,568,212.23,1,95
45,UAE,Male,3,Ras Al Khaimah,unemployed,14,Unemployed,587.37,1953.72,-1366.35,6747.06,15127.12,-8380.06,402,128.77,1,95
64,Jordan,Female,3,Abu Dhabi,unemployed,2,Unemployed,90.5,2695.55,-2605.05,3946.2,14487.73,-10541.53,565,800.43,1,95
28,Pakistan,Male,2,Abu Dhabi,employed,1,Driver,5485.9,1980.93,3504.9699999999993,22483.21,10659.83,11823.37,642,9.72,0,25
47,Philippines,Male,1,Sharjah,part_time,13,Unemployed,1837.45,1555.41,282.03999999999996,8584.26,8837.07,-252.82,529,24.05,1,72
42,Syria,Male,4,Umm Al Quwain,part_time,6,Unemployed,2264.39,2252.98,11.409999999999854,13989.6,7891.02,6098.57,528,17.42,1,77
51,Pakistan,Female,2,Fujairah,self_employed,14,Business Owner,13353.04,1562.47,11790.570000000002,127982.65,36423.32,91559.33,723,13.64,0,5
34,Syria,Male,2,Ajman,part_time,9,Unemployed,1608.58,1891.54,-282.96000000000004,13136.44,15046.91,-1910.48,562,46.77,1,85
64,Syria,Male,3,Ras Al Khaimah,employed,16,Security Guard,7334.28,1930.93,5403.349999999999,65309.2,16977.94,48331.25,641,11.57,0,25
51,Pakistan,Female,2,Fujairah,unemployed,9,Unemployed,740.88,2492.79,-1751.9099999999999,5332.95,16177.17,-10844.22,529,109.18,0,90
